id;fecha_inventario;bodega;id_effi;nombre;categoria;excluido;razon_exclusion;inventario_teorico;inventario_fisico;diferencia;costo_manual;estado;contado_por;fecha_conteo;notas
2884;2026-04-30;Principal;96;BOLSA FLEX UP PEQUE 133 X 210 150-250 GRS ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;8.00;8.00;0.00;372.30;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:54:40;NULL
2885;2026-04-30;Principal;97;BOLSA FLEX UP MED 160 X 240 350-450 GRS ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;11.00;6.00;-5.00;490.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:57:17;NULL
3074;2026-04-30;Principal;98;BOLSA FLEX UP GRANDE 190 X 250 480-650 GRS ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;0.00;1.00;1.00;591.60;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:58:18;NULL
2886;2026-04-30;Principal;99;BOLSA FLEX UP VENTANA PEQUE 133 X 210 150-250 GRS ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;8.00;1.00;-7.00;382.36;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:55:54;NULL
2887;2026-04-30;Principal;100;BOLSA FLEX UP KRAFT 500g VENTANA MED 160 X 240 350-450 GRS ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;55.00;86.00;31.00;487.40;contado;amaragonzalez21valen@gmail.com;2026-05-04 13:47:51;NULL
2888;2026-04-30;Principal;101;BOLSA TRANSP VALVULA DOY PACK 10 X 18 + FFA 6cms 200 - 300 GRS (ABIERTA) Bolsa transparente con tapa pequeña ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;1.00;46.00;45.00;344.60;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:36:20;NULL
2889;2026-04-30;Principal;102;BOLSA TRANSP VALVULA DOY PACK 10 X 18 + FFA 6cms 200 - 300 GRS (CERRADA) Bolsa transparente con tapa pequeña ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;45.00;45.00;0.00;345.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:39:54;NULL
2890;2026-04-30;Principal;103;BOLSA TRANSP VALVULA DOY PACK 13.3 X 21 + FFA 7cms 300 - 400 GRS (ABIERTA) Bolsa transparente con tapa mediana ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;6.00;6.00;0.00;458.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:43:43;NULL
2891;2026-04-30;Principal;104;BOLSA TRANSP VALVULA DOY PACK 13.3 X 21 + FFA 7cms 300 - 400 GRS (CERRADA) Bolsa transparente con tapa mediana ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;32.00;32.00;0.00;458.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:42:56;NULL
3075;2026-04-30;Principal;113;VAINILLA EN VAINA UNIDAD;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.00;20.00;20.00;25499.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:16:47;NULL
3076;2026-04-30;Principal;114;MANI SIN CASCARA TOSTADO X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.00;5.30;5.30;17000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:33:36;NULL
2892;2026-04-30;Principal;116;ALMENDRAS KG;T01.03. AGROECOLOGICOS GRAL;0;NULL;1.90;1.80;-0.10;42000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:35:53;NULL
2893;2026-04-30;Principal;134;Extracto de Vainilla en Miel OS x Kilo;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.34;0.75;0.41;73725.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:07:39;NULL
2894;2026-04-30;Principal;137;MANI SIN CASCARA X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;18.00;0.00;-18.00;11000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:33:43;NULL
2895;2026-04-30;Principal;138;BOLSA PLANA FLEXIBLE TRANSPARENTE SIN IMPRESION 6 X 20 CM 70 MICRAS - CON VALVULA - PERFORACION;T03.03. ENVASES ECOLOGICOS;0;NULL;71.00;71.00;0.00;271.43;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:42:35;NULL
3078;2026-04-30;Principal;139;BOLSA DOY PACK PET/FLEXIBLE SIN IMPRESION TRANSPARENTE 7.0 X 8.0 80 MICRAS CON VALVULA;T03.03. ENVASES ECOLOGICOS;0;NULL;0.00;0.00;0.00;0.00;contado;lauramarcela758@gmail.com;2026-05-04 15:23:25;NULL
2896;2026-04-30;Principal;140;RECIPACK 2.0 - AB 100X180FFA60MM FLEX UP TTE;T03.03. ENVASES ECOLOGICOS;0;NULL;27.00;1.00;-26.00;236.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:35:56;NULL
2897;2026-04-30;Principal;141;RECIPACK 2.0-AB 133X210FFA70MM FLEX UP TTE;T03.03. ENVASES ECOLOGICOS;0;NULL;19.00;19.00;0.00;216.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:32:29;NULL
2898;2026-04-30;Principal;142;RECIPACK 2.0 160X240FFA80MM FLEX UP TTE;T03.03. ENVASES ECOLOGICOS;0;NULL;27.00;11.00;-16.00;279.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:33:49;NULL
2899;2026-04-30;Principal;143;BOLSA FLEX METAL 250g UP PET/COEXT HBA COLOR ON VENTANA 14 X 22 CM + FFA 8 CM 130 MICRAS CON ZIPPER ALICO;T03.03. ENVASES ECOLOGICOS;0;NULL;143.00;170.00;27.00;476.68;contado;amaragonzalez21valen@gmail.com;2026-05-04 13:37:47;NULL
2900;2026-04-30;Principal;144;CUCHARA MIELERA PEQUEÑA;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;41.00;42.00;1.00;1715.00;contado;lauramarcela758@gmail.com;2026-05-04 15:08:04;NULL
2901;2026-04-30;Principal;145;CUCHARA MIELERA MEDIANA;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;7.00;7.00;0.00;2550.00;contado;lauramarcela758@gmail.com;2026-05-04 15:07:10;NULL
2902;2026-04-30;Principal;146;POLEN APICA X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.08;5.50;5.42;48500.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:10:36;NULL
2903;2026-04-30;Principal;147;PROPOLEO APICA X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;2.48;0.85;-1.63;17850.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:06:45;NULL
2904;2026-04-30;Principal;151;CREMA DE MANI OS X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.21;0.00;-0.21;29694.00;contado;lauramarcela758@gmail.com;2026-05-04 14:53:13;NULL
2905;2026-04-30;Principal;163;Miel OS Panal 150 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;9.00;1.00;-8.00;4589.00;contado;lauramarcela758@gmail.com;2026-05-04 15:14:08;NULL
2906;2026-04-30;Principal;164;Miel OS Panal 275 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;8.00;0.00;-8.00;7361.00;contado;lauramarcela758@gmail.com;2026-05-04 15:14:24;NULL
2907;2026-04-30;Principal;167;MENTA SECA X KG;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.40;0.40;0.00;50.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:17:17;NULL
2908;2026-04-30;Principal;169;PROPOLEO OS 265 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;17.00;11.00;-6.00;6940.00;contado;lauramarcela758@gmail.com;2026-05-04 15:19:04;NULL
2909;2026-04-30;Principal;171;POLEN DE ABEJA OS 150 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;8.00;3.00;-5.00;9975.00;contado;lauramarcela758@gmail.com;2026-05-04 15:17:46;NULL
2910;2026-04-30;Principal;172;CUCHARA MIELERA GRANDE;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;1.00;2.00;1.00;2850.00;contado;lauramarcela758@gmail.com;2026-05-04 15:06:37;NULL
2911;2026-04-30;Principal;173;Muestra Chocolate de mesa 2 porciones;TPT.02. VENTA OTROS;0;NULL;5.00;0.00;-5.00;2000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:37:57;NULL
2912;2026-04-30;Principal;178;NIBS DE CACAO X KG LT;T01.03. AGROECOLOGICOS GRAL;0;NULL;29.52;23.10;-6.42;24000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:44:55;NULL
2913;2026-04-30;Principal;179;Empaque mini para muestra de chocolate de mesa;T03.41. CAJAS;0;NULL;74.00;74.00;0.00;1000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:44:49;NULL
3084;2026-04-30;Principal;180;TAPA METALICA DORADA B.48;T03.01. ENVASES Y TAPAS;0;NULL;0.00;0.00;0.00;462.00;contado;lauramarcela758@gmail.com;2026-05-04 15:27:55;NULL
2914;2026-04-30;Principal;183;Azucar de Coco Organica x kg;T01.03. AGROECOLOGICOS GRAL;0;NULL;4.20;4.80;0.60;75000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:13:13;NULL
2915;2026-04-30;Principal;187;CREMA DE MANI OS 230 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;14.00;7.00;-7.00;9326.00;contado;lauramarcela758@gmail.com;2026-05-04 15:02:54;NULL
2916;2026-04-30;Principal;193;MANTECA DE CACAO X KG;T01.03. AGROECOLOGICOS GRAL;0;NULL;1.40;0.00;-1.40;92000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:13:34;NULL
2917;2026-04-30;Principal;195;MARAÑON x KILO MARZO 2024;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.30;0.30;0.00;62000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:38:02;NULL
2918;2026-04-30;Principal;196;MACADAMIA TOSTADA X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;1.50;1.40;-0.10;100000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:39:59;NULL
3046;2026-04-30;Principal;199;DS LECITINA 60 CC. MARZO 2024;T999. PRODUCTOS QUE NO SE USAN;0;NULL;0.00;0.00;0.00;0.00;contado;lauramarcela758@gmail.com;2026-05-04 14:02:44;Anulado en Effi 29-abr (depuración) — stock al 29-abr según trazabilidad. Contar físico para confirmar baja real.
3047;2026-04-30;Principal;204;DS MOSTAZA AMARILLA MARZO 2024;T999. PRODUCTOS QUE NO SE USAN;0;NULL;0.00;0.00;0.00;0.00;contado;lauramarcela758@gmail.com;2026-05-04 14:04:10;Anulado en Effi 29-abr (depuración) — stock al 29-abr según trazabilidad. Contar físico para confirmar baja real.
3090;2026-04-30;Principal;205;JENGIBRE EN POLVO X Kg;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.00;0.00;0.00;0.00;contado;lauramarcela758@gmail.com;2026-05-04 14:55:00;NULL
3091;2026-04-30;Principal;208;Envase Vidrio R mb110h Flint, 110cc, B. 46 UNICOR;T03.01. ENVASES Y TAPAS;0;NULL;0.00;0.00;0.00;1020.20;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:15:10;NULL
3092;2026-04-30;Principal;209;DS ROMERO EN RAMA X KG;DESARROLLO DE PRODUCTO;0;NULL;0.00;0.00;0.00;20000.00;contado;lauramarcela758@gmail.com;2026-05-04 14:51:08;NULL
3098;2026-04-30;Principal;227;DS Aceite de Coco X kg;DESARROLLO DE PRODUCTO;0;NULL;0.00;0.00;0.00;52300.00;contado;lauramarcela758@gmail.com;2026-05-04 14:50:39;NULL
3099;2026-04-30;Principal;229;DS JENGIBRE RAIZ X KG;DESARROLLO DE PRODUCTO;0;NULL;0.00;0.00;0.00;20000.00;contado;lauramarcela758@gmail.com;2026-05-04 14:51:02;NULL
2919;2026-04-30;Principal;231;POLEN DE ABEJA OS 320 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;6.00;1.00;-5.00;18600.00;contado;lauramarcela758@gmail.com;2026-05-04 15:17:55;NULL
2920;2026-04-30;Principal;232;Envase Vidrio MB50H Flint, 50cc, B. 46 C Tapa UNICOR;T03.01. ENVASES Y TAPAS;0;NULL;72.00;79.00;7.00;827.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:14:08;NULL
3100;2026-04-30;Principal;233;Envase Vidrio MB30R Flint, 30cc, B. 41 C Tapa UNICOR;T03.01. ENVASES Y TAPAS;0;NULL;0.00;0.00;0.00;784.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:07:38;NULL
2921;2026-04-30;Principal;237;PROPOLEO OS 600 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;6.00;5.00;-1.00;13190.00;contado;lauramarcela758@gmail.com;2026-05-04 15:19:20;NULL
2922;2026-04-30;Principal;238;Infusión de Cacao con Menta y Polen 200 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;5.00;1.00;-4.00;6371.00;contado;lauramarcela758@gmail.com;2026-05-04 15:09:24;NULL
2923;2026-04-30;Principal;239;Miel Os San Carlos 1000 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;1.00;0.00;-1.00;20337.00;contado;lauramarcela758@gmail.com;2026-05-04 15:15:22;NULL
3104;2026-04-30;Principal;240;Miel OS Panal 640 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;0.00;0.00;0.00;15065.00;contado;lauramarcela758@gmail.com;2026-05-04 15:14:42;NULL
2924;2026-04-30;Principal;241;CREMA DE MANI OS 500 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;4.00;0.00;-4.00;17927.00;contado;lauramarcela758@gmail.com;2026-05-04 15:03:11;NULL
2925;2026-04-30;Principal;244;PANELA PULVERIZADA X KG;DESARROLLO DE PRODUCTO;0;NULL;7.80;5.90;-1.90;8700.00;contado;lauramarcela758@gmail.com;2026-05-04 15:18:13;NULL
2926;2026-04-30;Principal;252;BOLSA PLANA FLEXIBLE 25X35cms con valvula;T03.31. BOLSAS PLASTICAS;0;NULL;36.00;36.00;0.00;776.11;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:30:14;NULL
2927;2026-04-30;Principal;253;BOLSA FLEX UP 16 X 26 CON VALVULA;T03.31. BOLSAS PLASTICAS;0;NULL;10.00;11.00;1.00;693.48;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:41:23;NULL
2928;2026-04-30;Principal;254;BOLSA PLANA FLEXIBLE15 X 20 CM CON VALVULA;T03.31. BOLSAS PLASTICAS;0;NULL;15.00;15.00;0.00;302.81;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:42:01;NULL
3109;2026-04-30;Principal;256;BOLSA PAPEL CON CARGADERA 50uds 23.5 x12 x 33 SIGMAPLAST;T03.31. BOLSAS DE PAPEL;0;NULL;0.00;0.00;0.00;0.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 13:00:37;NULL
2929;2026-04-30;Principal;261;ALMENDRA DE CACAO TOSTADA X KILO;T01.04. CACAO/CAFE ALMENDRAS ECOLOGICO;0;NULL;2.20;2.20;0.00;25000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:52:37;NULL
3114;2026-04-30;Principal;262;ETIQUETA MIEL 640 X UNIDAD;T03.21. ETIQUETAS ADESIVAS;0;NULL;0.00;90.00;90.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 12:17:33;NULL
2930;2026-04-30;Principal;263;ETIQUETA MIEL 1000 X UNIDAD;T03.21. ETIQUETAS ADESIVAS;0;NULL;132.00;192.00;60.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 12:12:08;NULL
2931;2026-04-30;Principal;264;ETIQUETA CREMA DE MANÍ 500 X UNIDAD;T03.21. ETIQUETAS ADESIVAS;0;NULL;72.00;73.00;1.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 11:54:07;NULL
2932;2026-04-30;Principal;272;Chocolate Puro Cacao 250 grs Bombones LT;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;13.00;8.00;-5.00;13279.00;contado;lauramarcela758@gmail.com;2026-05-04 14:57:54;NULL
3045;2026-04-30;Principal;274;DS CREMA DE AVELLANAS X KG;DESARROLLO DE PRODUCTO;0;NULL;0.00;0.00;0.00;72000.00;contado;lauramarcela758@gmail.com;2026-05-04 14:50:50;Anulado en Effi 29-abr (depuración) — stock al 29-abr según trazabilidad. Contar físico para confirmar baja real.
2933;2026-04-30;Principal;275;CHOCOBEETAL X KG;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.94;0.00;-0.94;26964.00;contado;lauramarcela758@gmail.com;2026-05-04 14:52:26;NULL
3118;2026-04-30;Principal;278;MIX FRUTOS SECOS SELECCIONADOS 200 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;0.00;0.00;0.00;12939.00;contado;lauramarcela758@gmail.com;2026-05-04 15:16:57;NULL
2935;2026-04-30;Principal;283;Etiquetas chocolate Bombon 250g Delantera x unidad;T03.21. ETIQUETAS ADESIVAS;0;NULL;36.00;30.00;-6.00;1250.00;contado;lauramarcela758@gmail.com;2026-05-04 13:44:24;NULL
3122;2026-04-30;Principal;284;Etiquetas Infusión 200g Delantera x unidad;T03.21. ETIQUETAS ADESIVAS;0;NULL;0.00;57.00;57.00;1250.00;contado;lauramarcela758@gmail.com;2026-05-04 13:47:43;NULL
2936;2026-04-30;Principal;289;Etiqueta Nibs de cacao 200g delantera x unidad;T03.21. ETIQUETAS ADESIVAS;0;NULL;28.00;40.00;12.00;800.00;contado;lauramarcela758@gmail.com;2026-05-04 12:58:39;NULL
3124;2026-04-30;Principal;290;Etiqueta Miel 150;T03.21. ETIQUETAS ADESIVAS;0;NULL;0.00;81.00;81.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 12:13:27;NULL
3125;2026-04-30;Principal;291;Etiqueta Miel 275;T03.21. ETIQUETAS ADESIVAS;0;NULL;0.00;83.00;83.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 12:14:37;NULL
2937;2026-04-30;Principal;295;Etiqueta Polen 80;T03.21. ETIQUETAS ADESIVAS;0;NULL;43.00;43.00;0.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 13:06:28;NULL
2938;2026-04-30;Principal;296;Etiqueta Polen 150;T03.21. ETIQUETAS ADESIVAS;0;NULL;27.00;32.00;5.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 13:04:00;NULL
2939;2026-04-30;Principal;297;Etiqueta Polen 320;T03.21. ETIQUETAS ADESIVAS;0;NULL;116.00;116.00;0.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 13:05:17;NULL
3126;2026-04-30;Principal;298;Etiqueta Propóleo 150;T03.21. ETIQUETAS ADESIVAS;0;NULL;0.00;48.00;48.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 13:09:08;NULL
2940;2026-04-30;Principal;299;Etiqueta Propóleo 265;T03.21. ETIQUETAS ADESIVAS;0;NULL;40.00;100.00;60.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 13:10:47;NULL
2941;2026-04-30;Principal;300;Etiqueta Propóleo 600;T03.21. ETIQUETAS ADESIVAS;0;NULL;35.00;50.00;15.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 13:16:06;NULL
2942;2026-04-30;Principal;301;Etiqueta Crema de Maní 130;T03.21. ETIQUETAS ADESIVAS;0;NULL;16.00;20.00;4.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 11:53:04;NULL
2943;2026-04-30;Principal;302;Etiqueta Crema de Maní 230;T03.21. ETIQUETAS ADESIVAS;0;NULL;49.00;102.00;53.00;300.00;contado;lauramarcela758@gmail.com;2026-05-04 11:54:25;NULL
2944;2026-04-30;Principal;305;Crema de mani OS degustacion 65 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;6.00;4.00;-2.00;3000.00;contado;lauramarcela758@gmail.com;2026-05-04 15:03:28;NULL
2945;2026-04-30;Principal;306;Miel OS degustacion 65 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;3.00;0.00;-3.00;2000.00;contado;lauramarcela758@gmail.com;2026-05-04 15:13:56;NULL
2946;2026-04-30;Principal;307;Propóleo OS degustacion 65 grs;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;8.00;0.00;-8.00;2000.00;contado;lauramarcela758@gmail.com;2026-05-04 15:19:37;NULL
2947;2026-04-30;Principal;308;NIBS DE CACAO ORGANICO OS 200 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;3.00;0.00;-3.00;8726.00;contado;lauramarcela758@gmail.com;2026-05-04 15:17:23;NULL
2948;2026-04-30;Principal;309;Bolsa plana flexible transparente 25x40cms;T03.31. BOLSAS PLASTICAS;0;NULL;185.00;185.00;0.00;375.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:35:11;NULL
2949;2026-04-30;Principal;310;Etiqueta Almendra de Cacao 200g delantera x unidad;T03.21. ETIQUETAS ADESIVAS;0;NULL;6.00;6.00;0.00;1350.00;contado;lauramarcela758@gmail.com;2026-05-04 11:27:42;NULL
2950;2026-04-30;Principal;311;ETIQUETA MIX FRUTOS SECOS 200G DELANTERA X UNIDAD;T03.21. ETIQUETAS ADESIVAS;0;NULL;52.00;52.00;0.00;1350.00;contado;lauramarcela758@gmail.com;2026-05-04 12:47:53;NULL
2951;2026-04-30;Principal;312;Etiquetas Chocolate 500g Bombon Delantera x unidad;T03.21. ETIQUETAS ADESIVAS;0;NULL;30.00;51.00;21.00;1125.00;contado;lauramarcela758@gmail.com;2026-05-04 13:39:24;NULL
2952;2026-04-30;Principal;315;ALMENDRA DE CACAO ORGANICO TOSTADA 200 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;6.00;9.00;3.00;8203.00;contado;lauramarcela758@gmail.com;2026-05-04 14:22:41;NULL
2953;2026-04-30;Principal;316;MIX FRUTOS SECOS SELECCIONADOS 100 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;2.00;0.00;-2.00;8068.00;contado;lauramarcela758@gmail.com;2026-05-04 15:16:37;NULL
3128;2026-04-30;Principal;317;NIBS DE CACAO ORGANICO OS 100 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;0.00;0.00;0.00;5605.00;contado;lauramarcela758@gmail.com;2026-05-04 15:17:12;NULL
2954;2026-04-30;Principal;318;ALMENDRA DE CACAO ORGANICO TOSTADA 100 GRS;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;13.00;9.00;-4.00;5433.00;contado;lauramarcela758@gmail.com;2026-05-04 14:22:02;NULL
3129;2026-04-30;Principal;319;COBERTURA CHOCOLATE CPM 73% OS X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;-7.80;0.00;7.80;43432.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:59:33;NULL
2955;2026-04-30;Principal;320;Tableta Chocolate 73p 50 grs CPM;TPT.01. VENTA AGROECOLOGICOS VARIOS;0;NULL;16.00;6.00;-10.00;5200.00;contado;lauramarcela758@gmail.com;2026-05-04 15:22:29;NULL
3130;2026-04-30;Principal;321;CHOCOLATE MESA GRANULADO OS BOLSA 1 KILO;TPT.02. VENTA OTROS;0;NULL;0.00;0.00;0.00;41275.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 13:14:54;NULL
2956;2026-04-30;Principal;322;TAPA METÁLICA B46 X UNIDAD;T03.01. ENVASES Y TAPAS;0;NULL;24.00;92.00;68.00;200.00;contado;lauramarcela758@gmail.com;2026-05-04 15:32:51;NULL
3131;2026-04-30;Principal;323;PANAL DE ABEJAS X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;0.00;0.00;0.00;16500.00;contado;lauramarcela758@gmail.com;2026-05-04 15:27:26;NULL
2957;2026-04-30;Principal;325;ENVASE 230G CON PANAL X UNIDAD;T01.03. AGROECOLOGICOS GRAL;0;NULL;21.00;29.00;8.00;0.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:03:50;NULL
2958;2026-04-30;Principal;326;ENVASE DE 110CC CON PANAL;T01.03. AGROECOLOGICOS GRAL;0;NULL;25.00;29.00;4.00;0.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:04:13;NULL
2959;2026-04-30;Principal;329;ETIQUETA MIX FRUTOS SECOS 100G DELANTERA X UNIDAD;T03.21. ETIQUETAS ADESIVAS;0;NULL;134.00;134.00;0.00;410.00;contado;lauramarcela758@gmail.com;2026-05-04 12:45:28;NULL
2960;2026-04-30;Principal;330;ETIQUETA ALMENDRA DE CACAO 100G DELANTERA  X UNIDAD;T03.21. ETIQUETAS ADESIVAS;0;NULL;57.00;68.00;11.00;410.00;contado;lauramarcela758@gmail.com;2026-05-04 11:25:47;NULL
2961;2026-04-30;Principal;331;ETIQUETA NIBS DE CACAO 100G delantera x unidad;T03.21. ETIQUETAS ADESIVAS;0;NULL;77.00;13.00;-64.00;410.00;contado;lauramarcela758@gmail.com;2026-05-04 12:51:46;NULL
2962;2026-04-30;Principal;332;BOLSA DOY PACK 100g PET/FLEXIBLE TRANSP. SIN IMP. 10x18 zipper (alt.recipack);T03.31. BOLSAS PLASTICAS;0;NULL;212.00;177.00;-35.00;248.39;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:38:09;NULL
2963;2026-04-30;Principal;333;BOLSA PLANA FLEXIBLE SIN IMPRESION TRANSPARENTE 32X42 EMPAQUE MAT. PRIMA;T03.31. BOLSAS PLASTICAS;0;NULL;154.00;152.00;-2.00;465.49;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:32:37;NULL
3132;2026-04-30;Principal;337;ENVASE MB50R FLINT 50CCTO B.45 DEGUSTACION REDONDO;T03.01. ENVASES Y TAPAS;0;NULL;0.00;0.00;0.00;915.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:06:46;NULL
2964;2026-04-30;Principal;338;BOLSA PLANA PET METALIZADA / FLEXIBLE SIN IMPRESION 16X22 EMPAQUE COBERTURA;T03.31. BOLSAS PLASTICAS;0;NULL;4.00;4.00;0.00;318.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:46:46;NULL
2965;2026-04-30;Principal;339;INFUSION DE CACAO CON MENTA Y POLEN X KILO PRODUCTO EN PROCESO;T01.03. AGROECOLOGICOS GRAL;0;NULL;1.60;1.60;0.00;30000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 14:53:53;NULL
2966;2026-04-30;Principal;341;BOLSA PLANA PET METALIZADA  FELXIBLE 16X28CM;T03.31. BOLSAS PLASTICAS;0;NULL;50.00;50.00;0.00;405.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 12:47:19;NULL
3134;2026-04-30;Principal;342;MIEL OS CARMEN X KILO;T01.03. AGROECOLOGICOS GRAL;0;NULL;-9.84;0.00;9.84;19000.00;contado;amaragonzalez21valen@gmail.com;2026-05-04 15:08:10;NULL
2967;2026-04-30;Principal;343;ETIQUETA CHOCOMIEL 250;T03.21. ETIQUETAS ADESIVAS;0;NULL;33.00;27.00;-6.00;150.00;contado;lauramarcela758@gmail.com;2026-05-04 11:34:36;NULL
2968;2026-04-30;Principal;344;ETIQUETA CHOCOMIEL 135;T03.21. ETIQUETAS ADESIVAS;0;NULL;64.00;64.00;0.00;150.00;contado;lauramarcela758@gmail.com;2026-05-04 11:33:56;NULL
